CustomerKey,CustomerName,Segment,Country,Region
PL339-43-97-557,SmartInvest,B2B,Polska,Dolnośląskie
DE971807334,BauHandel,B2B,Niemcy,
PL985-27-85-604,NetInvest,B2B,Polska,Mazowieckie
PL805-62-74-848,PolHandel,B2B,Polska,Mazowieckie
PL238-95-16-110,NowaBud,B2B,Polska,Dolnośląskie
PL578-63-54-700,GlobalBud,B2B,Polska,Świętokrzyskie
PL406-03-80-355,MegaPolska,B2B,Polska,Mazowieckie
PL627-20-72-102,EkoSerwis,B2B,Polska,Dolnośląskie
PL152-30-76-629,PolGroup,B2B,Polska,Wielkopolskie
PL661-67-08-627,SmartBud,B2B,Polska,Wielkopolskie
PL842-20-71-277,InterBud,B2B,Polska,Dolnośląskie
CZ54616960,SmartTechnika,B2B,Czechy,
PL311-04-39-126,SmartExpo,B2B,Polska,Mazowieckie
PL814-23-95-709,InterPolska,B2B,Polska,Wielkopolskie
CZ0120871868,ČeskObchod,B2B,Czechy,
PL916-45-14-938,DigiSerwis,B2B,Polska,Lubuskie
PL964-95-48-571,MegaPartners,B2B,Polska,Pomorskie
PL094-91-50-243,DataInvest,B2B,Polska,Dolnośląskie
PL306-72-51-675,DigiSolutions,B2B,Polska,Zachodniopomorskie
PL322-30-18-914,EuroPartners,B2B,Polska,Śląskie
PL798-62-21-425,InfoExpo,B2B,Polska,Wielkopolskie
PL009-86-07-274,TechConsulting,B2B,Polska,Mazowieckie
PL781-89-89-960,SmartInvest,B2B,Polska,Pomorskie
PL468-27-16-136,DataSerwis,B2B,Polska,Świętokrzyskie
PL721-24-79-666,EkoPolska,B2B,Polska,Pomorskie
PL810-91-62-916,GlobalSerwis,B2B,Polska,Lubelskie
DE263048789,GrünLogistik,B2B,Niemcy,
PL002-71-31-480,NetPartners,B2B,Polska,Małopolskie
PL394-45-67-718,SmartHandel,B2B,Polska,Wielkopolskie
PL542-91-89-809,DataPolska,B2B,Polska,Wielkopolskie
PL608-23-90-921,InfoSystems,B2B,Polska,Mazowieckie
PL578-83-41-872,TransExpo,B2B,Polska,Podkarpackie
PL198-78-41-757,TransSolutions,B2B,Polska,Mazowieckie
PL440-17-29-277,InfoPolska,B2B,Polska,Małopolskie
PL572-70-88-493,EkoBud,B2B,Polska,Śląskie
PL982-69-94-613,InfoExpo,B2B,Polska,Mazowieckie
PL080-71-72-526,PolPartners,B2B,Polska,Śląskie
CZ4533313050,ModrObchod,B2B,Czechy,
PL113-23-60-529,SmartInvest,B2B,Polska,Pomorskie
PL302-86-63-135,TransBud,B2B,Polska,Małopolskie
DE744352842,SternGmbH,B2B,Niemcy,
PL120-87-17-804,ProBud,B2B,Polska,Kujawsko-pomorskie
PL247-92-38-603,CyberPartners,B2B,Polska,Kujawsko-pomorskie
PL554-41-77-074,InfoSerwis,B2B,Polska,Małopolskie
PL805-87-52-780,MegaPartners,B2B,Polska,Dolnośląskie
PL553-09-71-010,TechPartners,B2B,Polska,Mazowieckie
PL395-61-56-991,EkoSerwis,B2B,Polska,Mazowieckie
PL725-85-86-817,ProSerwis,B2B,Polska,Pomorskie
PL633-59-59-289,InterBud,B2B,Polska,Lubelskie
PL829-26-37-646,NowaGroup,B2B,Polska,Dolnośląskie
PL254-78-29-225,EkoSystems,B2B,Polska,Mazowieckie
PL497-34-33-710,DataPartners,B2B,Polska,Mazowieckie
PL311-35-69-229,DigiExpo,B2B,Polska,Kujawsko-pomorskie
PL402-97-36-916,NetSolutions,B2B,Polska,Małopolskie
PL576-83-16-508,EuroExpo,B2B,Polska,Wielkopolskie
PL077-36-92-599,MegaPartners,B2B,Polska,Pomorskie
PL085-38-44-400,ProExpo,B2B,Polska,Śląskie
PL531-18-43-906,DataLogistics,B2B,Polska,Zachodniopomorskie
PL002-93-41-718,InfoPartners,B2B,Polska,Mazowieckie
PL165-36-31-967,InfoSolutions,B2B,Polska,Śląskie
PL545-10-66-991,InfoSystems,B2B,Polska,Pomorskie
PL078-30-02-448,PolExpo,B2B,Polska,Zachodniopomorskie
PL808-88-48-315,InterHandel,B2B,Polska,Dolnośląskie
PL186-20-75-684,EkoSystems,B2B,Polska,Podkarpackie
PL428-00-02-592,ProInvest,B2B,Polska,Wielkopolskie
PL497-15-49-841,NowaSolutions,B2B,Polska,Małopolskie
PL651-46-64-832,EkoHandel,B2B,Polska,Małopolskie
DE521343279,DigitalAG,B2B,Niemcy,
PL986-96-67-099,ProHandel,B2B,Polska,Lubuskie
PL507-96-55-458,PolPartners,B2B,Polska,Mazowieckie
PL897-70-94-317,DataHandel,B2B,Polska,Mazowieckie
PL123-90-61-402,MegaSerwis,B2B,Polska,Pomorskie
PL542-69-88-812,SmartSolutions,B2B,Polska,Dolnośląskie
PL680-67-23-959,NowaConsulting,B2B,Polska,Małopolskie
PL403-28-70-586,CyberSystems,B2B,Polska,Śląskie
PL475-71-25-925,DigiSerwis,B2B,Polska,Pomorskie
SK1502163759,DigiTechnika,B2B,Słowacja,
PL869-86-07-326,MegaGroup,B2B,Polska,Łódzkie
PL770-84-35-517,SmartSystems,B2B,Polska,Lubuskie
PL313-06-11-841,TransPartners,B2B,Polska,Małopolskie
PL369-31-65-255,MegaSolutions,B2B,Polska,Śląskie
PL095-12-79-526,CyberPartners,B2B,Polska,Małopolskie
PL121-31-98-185,TechHandel,B2B,Polska,Mazowieckie
PL532-28-58-417,NetSerwis,B2B,Polska,Mazowieckie
PL315-16-22-421,PolPartners,B2B,Polska,Śląskie
PL786-28-24-826,NowaExpo,B2B,Polska,Lubuskie
PL704-63-33-561,EkoSolutions,B2B,Polska,Pomorskie
DE265645461,GrünHandel,B2B,Niemcy,
PL969-76-40-491,GlobalSolutions,B2B,Polska,Śląskie
PL302-04-36-493,InfoHandel,B2B,Polska,Mazowieckie
PL283-59-49-080,ProPartners,B2B,Polska,Pomorskie
DE109197461,BauSysteme,B2B,Niemcy,
PL672-40-64-778,SmartBud,B2B,Polska,Pomorskie
PL270-43-47-933,EkoGroup,B2B,Polska,Podkarpackie
PL944-57-95-077,EuroPartners,B2B,Polska,Mazowieckie
PL033-88-89-619,NetHandel,B2B,Polska,Mazowieckie
PL541-90-71-688,ProBud,B2B,Polska,Lubuskie
PL153-34-20-742,PolConsulting,B2B,Polska,Wielkopolskie
DE814477665,SüdLogistik,B2B,Niemcy,
DE114312675,SternHandel,B2B,Niemcy,
PL526-68-47-997,TechExpo,B2B,Polska,Małopolskie
PL729-18-94-618,NowaPartners,B2B,Polska,Lubuskie
PL995-08-14-832,EkoConsulting,B2B,Polska,Mazowieckie
PL933-39-75-294,DigiSolutions,B2B,Polska,Małopolskie
PL953-83-06-632,ProSolutions,B2B,Polska,Mazowieckie
PL377-11-22-025,ProExpo,B2B,Polska,Dolnośląskie
PL323-60-60-130,TransExpo,B2B,Polska,Łódzkie
PL500-53-35-689,NowaSolutions,B2B,Polska,Lubuskie
PL120-55-02-429,DataInvest,B2B,Polska,Wielkopolskie
DE430494359,DigitalDienst,B2B,Niemcy,
DE207835858,NeuTechnik,B2B,Niemcy,
PL795-62-67-959,EuroLogistics,B2B,Polska,Opolskie
PL731-98-43-106,DigiSerwis,B2B,Polska,Małopolskie
PL764-99-78-494,InfoSolutions,B2B,Polska,Dolnośląskie
PL702-28-48-801,NetHandel,B2B,Polska,Mazowieckie
PL560-07-19-865,TechSystems,B2B,Polska,Mazowieckie
PL109-44-15-819,InfoGroup,B2B,Polska,Śląskie
PL775-92-20-643,PolHandel,B2B,Polska,Dolnośląskie
PL774-53-87-990,EkoSerwis,B2B,Polska,Małopolskie
PL709-32-56-368,TransSerwis,B2B,Polska,Małopolskie
PL797-78-34-476,EuroPolska,B2B,Polska,Wielkopolskie
PL516-22-17-500,SmartPolska,B2B,Polska,Małopolskie
DE435528606,NordHandel,B2B,Niemcy,
PL596-48-20-383,InfoInvest,B2B,Polska,Śląskie
PL835-15-28-184,ProSerwis,B2B,Polska,Kujawsko-pomorskie
PL947-90-42-318,DataSerwis,B2B,Polska,Warmińsko-mazurskie
PL504-20-31-127,ProExpo,B2B,Polska,Pomorskie
PL307-66-23-985,EkoSolutions,B2B,Polska,Mazowieckie
1,Hubert Szarek,B2C,Polska,Śląskie
2,Miłosz Chmielewski,B2C,Polska,Podkarpackie
3,Jakub Pokorný,B2C,Czechy,
4,Mikołaj Tomaszewski,B2C,Polska,Mazowieckie
5,Nicole Wojciechowska,B2C,Polska,Mazowieckie
6,Nikodem Brzeski,B2C,Polska,Mazowieckie
7,Adrian Florek,B2C,Polska,Łódzkie
8,Katharina Bauer,B2C,Niemcy,
9,Dávid Novák,B2C,Słowacja,
10,Oskar Leśniak,B2C,Polska,Podkarpackie
11,Antoni Marciniak,B2C,Polska,Mazowieckie
12,Nikola Szymańska,B2C,Polska,Małopolskie
13,Zuzanna Tokarczyk,B2C,Polska,Kujawsko-pomorskie
14,Martin Richter,B2C,Niemcy,
15,Maja Marciniak,B2C,Polska,Lubuskie
16,Monika Schneider,B2C,Niemcy,
17,Łucja Zielińska,B2C,Polska,Lubelskie
18,Michael Koch,B2C,Niemcy,
19,Zofia Bury,B2C,Polska,Mazowieckie
20,Marcel Nawrocki,B2C,Polska,Opolskie
21,Laura Błaszczyk,B2C,Polska,Wielkopolskie
22,Lilianna Gruszka,B2C,Polska,Mazowieckie
23,Laura Pietrzak,B2C,Polska,Śląskie
24,Michael Krüger,B2C,Niemcy,
25,Mia Bednarska,B2C,Polska,Śląskie
26,Zofia Wójcik,B2C,Polska,Mazowieckie
27,Alicja Barszcz,B2C,Polska,Świętokrzyskie
28,Wojciech Kowal,B2C,Polska,Małopolskie
29,Zofia Nowak,B2C,Polska,Dolnośląskie
30,Ignacy Marek,B2C,Polska,Mazowieckie
31,Ignacy Szczurek,B2C,Polska,Mazowieckie
32,Liwia Osińska,B2C,Polska,Mazowieckie
33,Tomáš Horák,B2C,Czechy,
34,Yan Grabowski,B2C,Polska,Pomorskie
35,Bruno Sobota,B2C,Polska,Wielkopolskie
36,Maria Pilch,B2C,Polska,Śląskie
37,Kateřina Černý,B2C,Czechy,
38,Anna Ziętek,B2C,Polska,Pomorskie
39,Jan Kopeć,B2C,Polska,Warmińsko-mazurskie
40,Gabriela Stefaniak,B2C,Polska,Wielkopolskie
41,Tereza Němec,B2C,Czechy,
42,Miłosz Grzesiak,B2C,Polska,Kujawsko-pomorskie
43,Adam Pawłowski,B2C,Polska,Dolnośląskie
44,Anna Kaczmarek,B2C,Polska,Mazowieckie
45,Marie Novotný,B2C,Czechy,
46,Aniela Czajka,B2C,Polska,Mazowieckie
47,Zuzanna Kaczmarek,B2C,Polska,Mazowieckie
48,Liwia Zielińska,B2C,Polska,Wielkopolskie
49,Igor Lis,B2C,Polska,Zachodniopomorskie
50,Aleksander Kopeć,B2C,Polska,Lubelskie
51,Michalina Wasilewska,B2C,Polska,Dolnośląskie
52,Zofia Tomczyk,B2C,Polska,Wielkopolskie
53,Filip Król,B2C,Polska,Małopolskie
54,Jan Jelínek,B2C,Czechy,
55,Mikołaj Nowak,B2C,Polska,Mazowieckie
56,Maria Wąsik,B2C,Polska,Lubelskie
57,Julian Staniszewski,B2C,Polska,Wielkopolskie
58,Adam Wiśniewski,B2C,Polska,Mazowieckie
59,Jan Walczak,B2C,Polska,Opolskie
60,Jakub Němec,B2C,Czechy,
61,Klara Wysocka,B2C,Polska,Śląskie
62,Ondřej Černý,B2C,Czechy,
63,Martin Novotný,B2C,Czechy,
64,Eva Svoboda,B2C,Czechy,
65,Peter Bauer,B2C,Niemcy,
66,Helena Adamska,B2C,Polska,Mazowieckie
67,Iga Olszewska,B2C,Polska,Mazowieckie
68,Maria Borkowska,B2C,Polska,Zachodniopomorskie
69,Igor Pietrzak,B2C,Polska,Mazowieckie
70,Julia Schwarz,B2C,Niemcy,
71,Michalina Biernat,B2C,Polska,Dolnośląskie
72,Nadia Krupa,B2C,Polska,Wielkopolskie
73,Julia Pawlik,B2C,Polska,Lubelskie
74,Kamil Grabowski,B2C,Polska,Małopolskie
75,Tymon Pietruszka,B2C,Polska,Dolnośląskie
76,Antoni Karwowski,B2C,Polska,Lubelskie
77,Leon Marek,B2C,Polska,Mazowieckie
78,Monika Tóth,B2C,Słowacja,
79,Felix Fischer,B2C,Niemcy,
80,Oliwier Melnyk,B2C,Polska,Mazowieckie
81,Petr Svoboda,B2C,Czechy,
82,Lukas Richter,B2C,Niemcy,
83,Natalia Sowińska,B2C,Polska,Małopolskie
84,Hana Jelínek,B2C,Czechy,
85,Aleksandra Urbańska,B2C,Polska,Zachodniopomorskie
86,Michalina Chrzanowska,B2C,Polska,Śląskie
87,Hubert Wrzesiński,B2C,Polska,Podlaskie
88,Jan Sobczak,B2C,Polska,Warmińsko-mazurskie
89,Henryk Morawski,B2C,Polska,Podkarpackie
90,Michael Schwarz,B2C,Niemcy,
91,Ignacy Nowak,B2C,Polska,Lubuskie
92,Maximilian Weber,B2C,Niemcy,
93,Stefan Bauer,B2C,Niemcy,
94,Stefan Schulz,B2C,Niemcy,
95,Julia Schneider,B2C,Niemcy,
96,Anna Kalinowska,B2C,Polska,Mazowieckie
97,Antonina Wojciechowska,B2C,Polska,Mazowieckie
98,Wolfgang Schmidt,B2C,Niemcy,
99,Ignacy Szymański,B2C,Polska,Mazowieckie
100,Wojciech Michalski,B2C,Polska,Lubelskie
101,Oliwia Kalinowska,B2C,Polska,Pomorskie
102,Ursula Hartmann,B2C,Niemcy,
103,Gabriela Moskal,B2C,Polska,Świętokrzyskie
104,Nela Lipińska,B2C,Polska,Mazowieckie
105,Anna Miller,B2C,Polska,Mazowieckie
106,Antoni Gałązka,B2C,Polska,Podkarpackie
107,Ignacy Kubiak,B2C,Polska,Łódzkie
108,Sara Szczepańska,B2C,Polska,Mazowieckie
109,Kazimierz Kałużny,B2C,Polska,Śląskie
110,Zofia Świderska,B2C,Polska,Wielkopolskie
111,Remigiusz Gołębiowski,B2C,Polska,Śląskie
112,Cezary Wasilewski,B2C,Polska,Wielkopolskie
113,Lena Miller,B2C,Polska,Wielkopolskie
114,Michalina Kawka,B2C,Polska,Świętokrzyskie
115,Laura Kowalczyk,B2C,Polska,Opolskie
116,Jagoda Nowak,B2C,Polska,Podlaskie
117,Julia Kucharska,B2C,Polska,Łódzkie
118,Maria Kwiatkowska,B2C,Polska,Pomorskie
119,Monika Weber,B2C,Niemcy,
120,Mikołaj Radecki,B2C,Polska,Wielkopolskie
121,Mikołaj Wesołowski,B2C,Polska,Mazowieckie
122,Szymon Sowa,B2C,Polska,Lubelskie
123,Martin Schulz,B2C,Niemcy,
124,Sophie Hartmann,B2C,Niemcy,
125,Nela Czarnecka,B2C,Polska,Lubelskie
126,Henryk Kostka,B2C,Polska,Pomorskie
127,Aleksander Urbanek,B2C,Polska,Łódzkie
128,Nikola Skalska,B2C,Polska,Wielkopolskie
129,Nikodem Markowski,B2C,Polska,Mazowieckie
130,Albert Wiśniewski,B2C,Polska,Mazowieckie
131,Sabine Schröder,B2C,Niemcy,
132,Eva Veselý,B2C,Czechy,
133,Maximilian Fischer,B2C,Niemcy,
134,Maria Wojtas,B2C,Polska,Wielkopolskie
135,Claudia Koch,B2C,Niemcy,
136,Amelia Mucha,B2C,Polska,Mazowieckie
137,Ignacy Jankowiak,B2C,Polska,Wielkopolskie
138,Gabriel Stachowiak,B2C,Polska,Wielkopolskie
139,Maciej Kowalski,B2C,Polska,Dolnośląskie
140,Jan Kučera,B2C,Czechy,
141,Claudia Bauer,B2C,Niemcy,
142,Kaja Rusek,B2C,Polska,Śląskie
143,Wojciech Lewandowski,B2C,Polska,Małopolskie
144,Marek Molnár,B2C,Słowacja,
145,Katharina Neumann,B2C,Niemcy,
146,Mikołaj Tomaszewski,B2C,Polska,Dolnośląskie
147,Maciej Krajewski,B2C,Polska,Mazowieckie
148,Oskar Piątek,B2C,Polska,Lubuskie
149,Kamila Szymczak,B2C,Polska,Śląskie
150,Maximilian Klein,B2C,Niemcy,
151,Leon Nowak,B2C,Polska,Łódzkie
152,Maksymilian Krupa,B2C,Polska,Małopolskie
153,Emma Braun,B2C,Niemcy,
154,Eva Baláž,B2C,Słowacja,
155,Anna Svoboda,B2C,Czechy,
156,Zuzanna Majewska,B2C,Polska,Mazowieckie
157,Róża Pawłowska,B2C,Polska,Mazowieckie
158,Mária Polák,B2C,Słowacja,
159,Julia Skonieczna,B2C,Polska,Pomorskie
160,Martina Polák,B2C,Słowacja,
161,Marek Kráľ,B2C,Słowacja,
162,Hanna Michalak,B2C,Polska,Wielkopolskie
163,Bartosz Napierała,B2C,Polska,Mazowieckie
164,Jakub Pokorný,B2C,Czechy,
165,Helena Surma,B2C,Polska,Lubuskie
166,Julia Klein,B2C,Niemcy,
167,Hanna Góra,B2C,Polska,Małopolskie
168,Sophie Koch,B2C,Niemcy,
169,Amelia Kaczor,B2C,Polska,Mazowieckie
170,Lukas Hartmann,B2C,Niemcy,
171,Claudia Schmidt,B2C,Niemcy,
172,Filip Wiśniewski,B2C,Polska,Podkarpackie
173,Konstanty Wieczorek,B2C,Polska,Pomorskie
174,Mária Varga,B2C,Słowacja,
175,Amelia Tomczyk,B2C,Polska,Małopolskie
176,Michael Schneider,B2C,Niemcy,
177,Jakub Němec,B2C,Czechy,
178,Mikołaj Banaś,B2C,Polska,Lubelskie
179,Julia Wach,B2C,Polska,Zachodniopomorskie
180,Jaśmina Zalewska,B2C,Polska,Małopolskie
181,Marie Svoboda,B2C,Czechy,
182,Julian Dziedzic,B2C,Polska,Śląskie
183,Daniel Król,B2C,Polska,Małopolskie
184,Kuba Jastrzębski,B2C,Polska,Świętokrzyskie
185,Petra Zimmermann,B2C,Niemcy,
186,Pola Kaźmierczak,B2C,Polska,Mazowieckie
187,Antoni Zieliński,B2C,Polska,Mazowieckie
188,Martin Novák,B2C,Czechy,
189,Nikodem Falkowski,B2C,Polska,Podkarpackie
190,Lena Hoffmann,B2C,Niemcy,
191,Anna Schröder,B2C,Niemcy,
192,Sofiia Tomczyk,B2C,Polska,Śląskie
193,Liliana Grzybowska,B2C,Polska,Małopolskie
194,Julia Nowak,B2C,Polska,Opolskie
195,Bruno Garbacz,B2C,Polska,Warmińsko-mazurskie
196,Liliana Zagórska,B2C,Polska,Pomorskie
197,Kaja Molenda,B2C,Polska,Warmińsko-mazurskie
198,Layla Żak,B2C,Polska,Wielkopolskie
199,Julian Tkaczyk,B2C,Polska,Kujawsko-pomorskie
200,Nikodem Szczepański,B2C,Polska,Dolnośląskie
201,Nikodem Włodarczyk,B2C,Polska,Śląskie
202,Laura Kulesza,B2C,Polska,Śląskie
203,Maximilian Schwarz,B2C,Niemcy,
204,Leon Stępień,B2C,Polska,Podlaskie
205,Aniela Skoczylas,B2C,Polska,Podkarpackie
206,Peter Schmidt,B2C,Niemcy,
207,Martin Bauer,B2C,Niemcy,
208,Gaja Czyżewska,B2C,Polska,Pomorskie
209,Hans Bauer,B2C,Niemcy,
210,Jan Novák,B2C,Czechy,
211,Mikołaj Kukla,B2C,Polska,Mazowieckie
212,Zofia Żmuda,B2C,Polska,Lubelskie
213,Lukáš Molnár,B2C,Słowacja,
214,Kaja Czaja,B2C,Polska,Łódzkie
215,Anna Bielska,B2C,Polska,Wielkopolskie
216,Lila Tomaszewska,B2C,Polska,Lubelskie
217,Pavel Dvořák,B2C,Czechy,
218,Stefan Mika,B2C,Polska,Pomorskie
219,Andreas Richter,B2C,Niemcy,
220,Szczepan Skowron,B2C,Polska,Dolnośląskie
221,Lena Kubiak,B2C,Polska,Mazowieckie
222,Paulina Piasecka,B2C,Polska,Wielkopolskie
223,Martin Procházka,B2C,Czechy,
224,Filip Bochenek,B2C,Polska,Wielkopolskie
225,Amelia Dutkiewicz,B2C,Polska,Mazowieckie
226,Andreas Klein,B2C,Niemcy,
227,Dawid Jankowski,B2C,Polska,Lubelskie
228,Grzegorz Nowak,B2C,Polska,Śląskie
229,Arkadiusz Wojciechowski,B2C,Polska,Lubuskie
230,Julian Witkowski,B2C,Polska,Kujawsko-pomorskie
231,Julia Bukowska,B2C,Polska,Mazowieckie
232,Tymoteusz Król,B2C,Polska,Śląskie
233,Lara Kaźmierczak,B2C,Polska,Mazowieckie
234,Antoni Szydłowski,B2C,Polska,Dolnośląskie
235,Franciszek Walkowiak,B2C,Polska,Łódzkie
236,Łucja Zawadzka,B2C,Polska,Dolnośląskie
237,Maja Jabłońska,B2C,Polska,Mazowieckie
238,Marie Novotný,B2C,Czechy,
239,Jakub Veselý,B2C,Czechy,
240,Zuzanna Janiak,B2C,Polska,Łódzkie
241,Michalina Puchała,B2C,Polska,Podlaskie
242,Henryk Baran,B2C,Polska,Zachodniopomorskie
243,Michalina Kozłowska,B2C,Polska,Małopolskie
244,Maximilian Klein,B2C,Niemcy,
245,Michalina Zasada,B2C,Polska,Wielkopolskie
246,Pola Jagodzińska,B2C,Polska,Dolnośląskie
247,Zuzanna Jóźwik,B2C,Polska,Mazowieckie
248,Ignacy Bąk,B2C,Polska,Wielkopolskie
249,Oliwia Szczęsna,B2C,Polska,Małopolskie
250,Adrianna Florczak,B2C,Polska,Wielkopolskie
251,Wolfgang Hartmann,B2C,Niemcy,
252,Pola Surowiec,B2C,Polska,Pomorskie
253,Dominika Żurek,B2C,Polska,Lubelskie
254,Olaf Trela,B2C,Polska,Śląskie
255,Oskar Bąk,B2C,Polska,Lubelskie
256,Tymon Król,B2C,Polska,Wielkopolskie
257,Christine Schmidt,B2C,Niemcy,
258,Nikodem Krupa,B2C,Polska,Lubelskie
259,Nikodem Walczak,B2C,Polska,Mazowieckie
260,Michał Chmielewski,B2C,Polska,Łódzkie
261,Nina Szopa,B2C,Polska,Mazowieckie
262,Michael Bauer,B2C,Niemcy,
263,Frank Schneider,B2C,Niemcy,
264,Thomas Fischer,B2C,Niemcy,
265,Jakub Veselý,B2C,Czechy,
266,Antonina Dobrzyńska,B2C,Polska,Śląskie
267,Felix Richter,B2C,Niemcy,
268,Hana Černý,B2C,Czechy,
269,Ignacy Wróblewski,B2C,Polska,Wielkopolskie
270,Szymon Matusiak,B2C,Polska,Świętokrzyskie
271,Eryk Borowski,B2C,Polska,Zachodniopomorskie
272,Nela Wróbel,B2C,Polska,Wielkopolskie
273,Mikołaj Grzelak,B2C,Polska,Mazowieckie
274,Anna Tarnowska,B2C,Polska,Kujawsko-pomorskie
275,Antonina Wójtowicz,B2C,Polska,Mazowieckie
276,Frank Richter,B2C,Niemcy,
277,Oliwia Muszyńska,B2C,Polska,Pomorskie
278,Pola Sokołowska,B2C,Polska,Śląskie
279,Kacper Michałowski,B2C,Polska,Kujawsko-pomorskie
280,Róża Wawrzyniak,B2C,Polska,Wielkopolskie
281,Christine Schmidt,B2C,Niemcy,
282,Nikodem Radziszewski,B2C,Polska,Zachodniopomorskie
283,Emilia Michalska,B2C,Polska,Małopolskie
284,Natalia Kmiecik,B2C,Polska,Mazowieckie
285,Andreas Braun,B2C,Niemcy,
286,Peter Schäfer,B2C,Niemcy,
287,Felicja Baran,B2C,Polska,Małopolskie
288,Tadeusz Kaczor,B2C,Polska,Warmińsko-mazurskie
289,Maximilian Krüger,B2C,Niemcy,
290,Frank Koch,B2C,Niemcy,
291,Marcel Kiełbasa,B2C,Polska,Lubelskie
